 6   1
 2.0  -11.040  -50.000  -50.000  -50.000
 2.1  -11.100  -50.000  -50.000  -50.000
 2.2  -11.100  -50.000  -50.000  -50.000
 2.3  -11.223  -50.000  -50.000  -50.000
 2.4  -11.284  -50.000  -50.000  -50.000
 2.5  -11.346  -50.000  -50.000  -50.000
 2.6  -11.408  -50.000  -50.000  -50.000
 2.7  -11.470  -50.000  -50.000  -50.000
 2.8  -11.470  -50.000  -50.000  -50.000
 2.9  -11.593  -50.000  -50.000  -50.000
 3.0  -11.656  -50.000  -50.000  -50.000
 3.1  -11.719  -50.000  -50.000  -50.000
 3.2  -11.780  -44.138  -50.000  -50.000
 3.3  -11.842  -36.705  -50.000  -50.000
 3.4  -11.900  -30.791  -50.000  -50.000
 3.5  -11.959  -26.083  -50.000  -50.000
 3.6  -12.012  -22.332  -50.000  -50.000
 3.7  -12.062  -19.343  -50.000  -50.000
 3.8  -12.106  -16.959  -50.000  -50.000
 3.9  -12.143  -15.054  -50.000  -50.000
 4.0  -12.143  -13.531  -50.000  -50.000
 4.1  -12.164  -12.311  -50.000  -50.000
 4.2  -12.086  -11.331  -50.000  -50.000
 4.3  -11.900  -10.543  -50.000  -50.000
 4.4  -11.656   -9.907  -50.000  -50.000
 4.5  -11.420   -9.391  -50.000  -50.000
 4.6  -11.232   -8.971  -50.000  -50.000
 4.7  -11.097   -8.627  -50.000  -50.000
 4.8  -11.014   -8.343  -50.000  -50.000
 4.9  -11.014   -8.108  -50.000  -50.000
 5.0  -10.971   -7.911  -50.000  -50.000
 5.1  -10.996   -7.744  -50.000  -50.000
 5.2  -11.045   -7.601  -50.000  -50.000
 5.3  -11.115   -7.477  -50.000  -50.000
 5.4  -11.200   -7.368  -50.000  -50.000
 5.5  -11.298   -7.272  -50.000  -50.000
 5.6  -11.405   -7.185  -50.000  -50.000
 5.7  -11.519   -7.105  -50.000  -50.000
 5.8  -11.636   -7.032  -50.000  -50.000
 5.9  -11.759   -6.963  -50.000  -50.000
 6.0  -11.883   -6.899  -50.000  -50.000
 6   2
 2.0  -10.373  -50.000  -15.869  -50.000
 2.1  -10.432  -50.000  -15.593  -50.000
 2.2  -10.432  -50.000  -15.319  -50.000
 2.3  -10.551  -50.000  -15.047  -50.000
 2.4  -10.611  -50.000  -14.776  -50.000
 2.5  -10.672  -50.000  -14.508  -50.000
 2.6  -10.733  -50.000  -14.243  -50.000
 2.7  -10.793  -50.000  -13.982  -50.000
 2.8  -10.793  -50.000  -13.725  -50.000
 2.9  -10.903  -50.000  -13.475  -50.000
 3.0  -10.947  -50.000  -13.232  -50.000
 3.1  -10.971  -50.000  -12.999  -50.000
 3.2  -10.983  -50.000  -12.778  -50.000
 3.3  -10.991  -50.000  -12.573  -50.000
 3.4  -11.005  -50.000  -12.386  -50.000
 3.5  -11.029  -50.000  -12.224  -50.000
 3.6  -11.065  -45.321  -12.091  -50.000
 3.7  -11.113  -37.385  -11.996  -50.000
 3.8  -11.171  -31.100  -11.945  -50.000
 3.9  -11.231  -26.128  -11.947  -50.000
 4.0  -11.231  -22.198  -12.000  -50.000
 4.1  -11.326  -19.097  -12.074  -50.000
 4.2  -11.334  -16.653  -12.075  -50.000
 4.3  -11.284  -14.731  -11.922  -50.000
 4.4  -11.156  -13.224  -11.672  -50.000
 4.5  -10.979  -12.047  -11.396  -50.000
 4.6  -10.810  -11.132  -11.116  -50.000
 4.7  -10.680  -10.425  -10.827  -50.000
 4.8  -10.593   -9.883  -10.827  -50.000
 4.9  -10.593   -9.472  -10.827  -50.000
 5.0  -10.544   -9.165  -10.827  -50.000
 5.1  -10.567   -8.942  -10.827  -50.000
 5.2  -10.616   -8.784  -10.827  -50.000
 5.3  -10.686   -8.678  -10.827  -50.000
 5.4  -10.770   -8.614  -10.827  -50.000
 5.5  -10.870   -8.582  -10.827  -50.000
 5.6  -10.975   -8.577  -10.827  -50.000
 5.7  -11.093   -8.593  -10.827  -50.000
 5.8  -11.216   -8.625  -10.827  -50.000
 5.9  -11.344   -8.670  -10.827  -50.000
 6.0  -11.476   -8.726  -10.827  -50.000
 6   3
 2.0   -9.704  -50.000   -8.818  -50.000
 2.1   -9.784  -50.000   -8.800  -50.000
 2.2   -9.864  -50.000   -8.783  -50.000
 2.3   -9.945  -50.000   -8.765  -50.000
 2.4  -10.025  -50.000   -8.747  -50.000
 2.5  -10.105  -50.000   -8.729  -50.000
 2.6  -10.184  -50.000   -8.711  -50.000
 2.7  -10.255  -50.000   -8.694  -50.000
 2.8  -10.304  -50.000   -8.676  -50.000
 2.9  -10.321  -50.000   -8.658  -50.000
 3.0  -10.308  -50.000   -8.640  -50.000
 3.1  -10.286  -50.000   -8.622  -50.000
 3.2  -10.275  -50.000   -8.605  -50.000
 3.3  -10.284  -50.000   -8.587  -50.000
 3.4  -10.314  -50.000   -8.569  -50.000
 3.5  -10.362  -50.000   -8.551  -50.000
 3.6  -10.424  -50.000   -8.533  -50.000
 3.7  -10.497  -50.000   -8.516  -50.000
 3.8  -10.576  -47.057   -8.498  -50.000
 3.9  -10.658  -39.136   -8.480  -50.000
 4.0  -10.734  -32.834   -8.462  -50.000
 4.1  -10.783  -27.817   -8.444  -50.000
